,County,Population,State,mergedkeycol,Housing Data.Residing in Group Quarters,Housing Data.Total Housing Units,Vehicle Access.1 Mile,Vehicle Access.1/2 Mile,Vehicle Access.10 Miles,Vehicle Access.20 Miles,Low Access Numbers.Children.1 Mile,Low Access Numbers.Children.1/2 Mile,Low Access Numbers.Children.10 Miles,Low Access Numbers.Children.20 Miles,Low Access Numbers.Low Income People.1 Mile,Low Access Numbers.Low Income People.1/2 Mile,Low Access Numbers.Low Income People.10 Miles,Low Access Numbers.Low Income People.20 Miles,Low Access Numbers.People.1 Mile,Low Access Numbers.People.1/2 Mile,Low Access Numbers.People.10 Miles,Low Access Numbers.People.20 Miles,Low Access Numbers.Seniors.1 Mile,Low Access Numbers.Seniors.1/2 Mile,Low Access Numbers.Seniors.10 Miles,Low Access Numbers.Seniors.20 Miles,Age.Percent 65 and Older,Age.Percent Under 18 Years,Age.Percent Under 5 Years,Education.Bachelor's Degree or Higher,Education.High School or Higher,Employment.Nonemployer Establishments,Ethnicities.American Indian and Alaska Native Alone,Ethnicities.Asian Alone,Ethnicities.Black Alone,Ethnicities.Hispanic or Latino,Ethnicities.Native Hawaiian and Other Pacific Islander Alone,Ethnicities.Two or More Races,Ethnicities.White Alone,Ethnicities.White Alone	 not Hispanic or Latino,Housing.Homeownership Rate,Housing.Households,Housing.Housing Units,Housing.Median Value of Owner-Occupied Units,Housing.Persons per Household,Income.Median Houseold Income,Income.Per Capita Income,Miscellaneous.Foreign Born,Miscellaneous.Land Area,Miscellaneous.Language Other than English at Home,Miscellaneous.Living in Same House +1 Years,Miscellaneous.Manufacturers Shipments,Miscellaneous.Mean Travel Time to Work,Miscellaneous.Percent Female,Miscellaneous.Veterans,Population.2020 Population,Population.2010 Population,Population.Population per Square Mile,Sales.Accommodation and Food Services Sales,Sales.Retail Sales,Employment.Firms.Total,Employment.Firms.Women-Owned,Employment.Firms.Men-Owned,Employment.Firms.Minority-Owned,Employment.Firms.Nonminority-Owned,Employment.Firms.Veteran-Owned,Employment.Firms.Nonveteran-Owned
1444,marioncounty,27088,ms,marioncountyms,693,10135,623,761,31.0,0,6468,6848,487,0,13859,15038,951,0,24680.0,26752,2012,0,3556,3921.0,275,0,19.3,22.8,5.7,12.3,81.5,1957.0,0.3,0.4,31.6,1.8,0.1,1.2,66.5,65.1,82.3,9483.0,12138.0,89000.0,2.56,32090,19545,1.1,542.38,2.9,91.8,75132.0,37.3,51.4,1172.0,24441,27088,49.9,22435.0,280067.0,2471,1013,1293,660.0,1707,339,1960
1445,marshallcounty,37144,ms,marshallcountyms,1737,13369,489,637,7.0,0,7366,8181,1439,0,12963,14798,2503,0,31719.0,35162,5959,0,4112,4478.0,799,0,18.2,20.7,5.5,13.8,82.1,2808.0,0.4,0.3,47.1,4.0,0.1,1.1,51.1,47.9,75.5,12772.0,15845.0,107900.0,2.62,42233,21853,1.6,706.19,4.8,90.8,182504.0,28.2,50.5,1803.0,33752,37144,52.6,16316.0,185431.0,2994,1194,1581,1242.0,1698,364,2493
1446,monroecounty,36989,ms,monroecountyms,408,14485,485,757,7.0,0,6421,8124,161,0,11038,14215,222,0,26054.0,32826,642,0,3789,4934.0,92,0,19.7,22.5,5.6,16.7,81.0,2006.0,0.3,0.3,30.5,1.4,0.0,1.0,68.0,67.0,74.3,13966.0,16660.0,91700.0,2.52,42354,23844,0.8,765.09,1.3,91.4,1592555.0,24.3,52.4,1928.0,34180,36989,48.3,44746.0,259169.0,2355,649,1382,394.0,1860,296,1914
1447,montgomerycounty,10925,ms,montgomerycountyms,99,4438,118,234,11.0,0,1429,2352,152,0,2907,4509,318,0,6357.0,9488,718,0,1081,1522.0,118,0,22.2,22.3,6.0,19.3,77.9,646.0,0.4,0.8,44.8,1.5,0.0,0.9,53.2,52.2,69.2,4539.0,5876.0,84800.0,2.19,39840,24054,0.8,406.98,1.4,90.4,740163.0,26.7,51.9,505.0,9822,10925,26.8,44746.0,144353.0,696,200,424,129.0,534,88,574
1448,neshobacounty,29676,ms,neshobacountyms,386,10856,533,730,13.0,0,6495,7709,305,0,10422,12723,413,0,22408.0,26846,971,0,2841,2416.0,90,0,16.1,27.7,7.3,11.6,80.3,1880.0,17.5,0.4,21.3,2.2,0.1,1.9,58.8,57.7,71.5,10657.0,12598.0,83000.0,2.71,37987,19540,1.4,570.14,9.4,89.1,175342.0,25.6,52.3,1287.0,29087,29676,52.1,27109.0,288533.0,1821,594,1057,349.0,1405,166,1537
1449,newtoncounty,21720,ms,newtoncountyms,600,8214,360,419,7.0,0,4723,5293,259,0,8240,9569,550,0,17723.0,19862,1014,0,2647,2954.0,148,0,17.1,25.3,6.7,16.4,85.2,1316.0,5.6,0.5,31.2,2.0,0.0,1.1,61.6,60.3,77.2,8037.0,9567.0,85600.0,2.57,35958,20787,1.2,578.1,4.0,91.5,740163.0,28.1,52.1,1306.0,21291,21720,37.6,44746.0,137420.0,1300,488,687,445.0,810,129,1103
1450,noxubeecounty,11545,ms,noxubeecountyms,173,4305,370,449,121.0,0,1953,2514,446,0,3429,4841,816,0,7335.0,9373,1832,0,1042,1249.0,304,0,16.6,24.5,7.3,15.6,70.9,926.0,0.3,0.3,71.8,1.5,0.0,0.8,26.7,25.8,72.9,3986.0,5311.0,59700.0,2.63,33784,18525,1.2,695.14,1.0,92.3,138980.0,26.9,52.8,310.0,10285,11545,16.6,6134.0,93544.0,863,384,418,570.0,256,59,765
1451,oktibbehacounty,47671,ms,oktibbehacountyms,4367,18820,659,869,17.0,0,6292,7879,108,0,15733,20683,194,0,31527.0,41349,519,0,3141,3829.0,96,0,12.0,17.6,5.3,42.6,90.7,3200.0,0.3,3.3,37.6,1.7,0.1,1.3,57.5,56.2,51.7,17798.0,22156.0,162900.0,2.51,40453,22512,4.1,458.2,5.1,76.2,569081.0,18.7,50.1,1614.0,51788,47671,104.0,125240.0,471973.0,3449,1313,1786,1269.0,2007,486,2779
1452,panolacounty,34707,ms,panolacountyms,315,12839,683,754,139.0,0,8013,9035,1224,0,14741,16118,2679,0,30031.0,33362,4937,0,3694,4137.0,694,0,16.3,24.6,6.8,14.9,80.6,2745.0,0.3,0.2,50.1,2.2,0.0,1.2,48.2,46.6,69.6,12488.0,15188.0,83300.0,2.72,38304,19892,1.4,685.14,1.8,90.0,631469.0,25.4,52.1,1318.0,33208,34707,50.7,42743.0,471778.0,2900,1106,1512,1194.0,1574,320,2450
1453,pearlrivercounty,55834,ms,pearlrivercountyms,1124,20816,574,749,25.0,0,10602,12129,545,0,14442,17829,833,0,43307.0,50034,2191,0,6287,7485.0,303,0,19.1,22.6,5.8,16.7,83.8,4062.0,0.7,0.4,12.3,3.3,0.1,2.0,84.5,81.7,77.8,21020.0,25927.0,138200.0,2.56,46901,23920,1.5,810.86,2.4,85.9,224097.0,34.2,50.8,3796.0,56145,55834,68.9,48960.0,477332.0,4403,1594,2420,651.0,3619,343,3829
1454,perrycounty,12250,ms,perrycountyms,102,4674,271,283,49.0,0,2975,3056,686,0,5246,5452,1210,0,11605.0,11993,2667,0,1637,1701.0,353,0,18.7,22.2,5.5,10.7,83.0,720.0,0.5,0.2,19.2,1.6,0.1,1.2,78.8,77.5,82.2,4623.0,5706.0,86700.0,2.57,42469,23166,0.9,647.25,1.0,89.5,740163.0,32.6,51.1,707.0,11511,12250,18.9,1938.0,62373.0,878,368,447,117.0,733,112,739
1455,pikecounty,40404,ms,pikecountyms,865,15370,706,1172,26.0,0,6559,9540,313,0,12197,18789,620,0,24521.0,34634,1085,0,3281,4566.0,145,0,17.6,25.8,6.7,16.6,83.2,3307.0,0.4,0.7,54.1,1.6,0.0,0.9,43.8,42.8,69.0,14404.0,19008.0,95500.0,2.67,31784,17621,0.7,409.02,2.7,90.0,514900.0,24.4,52.7,1911.0,40324,40404,98.8,68507.0,603760.0,4040,1669,1908,1799.0,2107,465,3335
1456,pontotoccounty,29957,ms,pontotoccountyms,236,11172,554,599,63.0,0,7246,7866,467,0,11364,12320,590,0,26997.0,29023,1931,0,3362,3658.0,269,0,15.2,26.3,7.1,18.1,76.5,2145.0,0.6,0.4,15.6,7.3,0.1,1.5,81.8,75.9,71.3,10783.0,13083.0,106500.0,2.91,44759,21191,3.4,497.69,6.8,87.6,1469859.0,25.2,51.1,1765.0,31184,29957,60.2,20270.0,259261.0,2060,614,1184,147.0,1853,160,1818
1457,prentisscounty,25276,ms,prentisscountyms,864,9812,335,516,1.0,0,4261,5144,142,0,8460,10819,261,0,17919.0,21656,629,0,2788,2416.0,96,0,18.4,22.4,6.0,12.4,80.1,1539.0,0.3,0.3,14.3,1.6,0.0,1.4,83.7,82.5,72.7,9145.0,11254.0,92700.0,2.64,39256,19693,2.0,414.98,3.0,89.0,814180.0,26.6,50.9,1071.0,25008,25276,60.9,21822.0,189061.0,2080,681,1220,168.0,1847,251,1727
1458,quitmancounty,8223,ms,quitmancountyms,164,3058,412,412,7.0,0,2153,2153,1985,0,5561,5561,5147,0,8223.0,8223,7407,0,1156,2416.0,996,0,18.1,22.7,6.2,10.3,71.3,522.0,0.3,0.2,71.7,1.8,0.0,1.3,26.5,25.3,58.7,3027.0,3563.0,50900.0,2.32,25283,15026,0.4,405.01,0.4,90.7,740163.0,27.8,53.6,228.0,6176,8223,20.3,44746.0,28594.0,524,175,269,266.0,216,27,453
1459,rankincounty,141617,ms,rankincountyms,5629,52836,756,1059,71.0,0,24020,32372,957,0,27668,36921,1497,0,95291.0,127952,3550,0,10628,14141.0,436,0,15.7,22.8,5.7,29.0,89.5,13167.0,0.2,1.4,21.6,2.8,0.1,1.2,75.5,73.1,76.5,55909.0,61842.0,162500.0,2.63,65996,30835,2.9,775.49,4.5,85.2,1553239.0,25.4,51.9,7734.0,157031,141617,182.6,278454.0,2361153.0,13659,4394,7535,2121.0,11048,1501,11271
1460,scottcounty,28264,ms,scottcountyms,229,10248,778,1030,57.0,0,5358,6747,653,0,10564,13396,1460,0,19967.0,25133,2408,0,2460,3086.0,305,0,15.4,26.7,8.0,11.4,74.0,1622.0,0.7,0.6,38.6,11.9,0.4,1.5,58.2,48.9,74.1,10180.0,11810.0,71300.0,2.76,34943,22203,7.2,609.19,11.6,91.6,740163.0,26.0,50.9,1159.0,27990,28264,46.4,26372.0,243762.0,1818,710,881,616.0,1141,205,1520
1461,sharkeycounty,4916,ms,sharkeycountyms,108,1834,120,179,26.0,0,725,928,77,0,1785,2471,229,0,2740.0,3653,319,0,367,530.0,57,0,20.0,24.7,6.4,19.5,77.5,388.0,0.2,0.6,71.0,2.3,0.1,0.8,27.5,25.9,64.1,1751.0,2158.0,64400.0,2.44,29394,19958,1.0,431.72,0.1,94.9,740163.0,23.8,52.2,139.0,3800,4916,11.4,44746.0,31541.0,407,191,186,229.0,155,43,336
1462,simpsoncounty,27503,ms,simpsoncountyms,642,10330,554,660,4.0,0,5619,6649,588,0,10492,12557,1116,0,21877.0,25224,2198,0,3033,3534.0,295,0,18.1,23.3,5.6,16.2,79.7,1884.0,0.4,0.6,35.2,1.9,0.1,1.1,62.7,61.5,79.7,9486.0,12288.0,87900.0,2.77,43850,23520,1.1,589.16,1.7,86.7,740163.0,32.0,51.6,1389.0,25949,27503,46.7,31674.0,234747.0,2142,893,1043,778.0,1291,200,1852
1463,smithcounty,16491,ms,smithcountyms,107,6221,250,273,30.0,0,3838,4067,554,0,5980,6446,896,0,14758.0,15639,2229,0,2148,2339.0,349,0,20.5,22.9,5.9,12.2,79.2,993.0,0.2,0.1,23.7,1.8,0.0,0.7,75.3,73.9,83.0,5820.0,7439.0,102600.0,2.73,43105,23698,0.9,636.25,2.0,94.6,321111.0,34.2,51.7,810.0,14209,16491,25.9,44746.0,47195.0,936,376,439,223.0,697,118,792
1464,stonecounty,17786,ms,stonecountyms,1288,6165,150,221,35.0,0,3745,4197,784,0,7080,8193,1239,0,15451.0,17230,2990,0,1780,2416.0,356,0,16.8,21.6,5.6,15.8,82.2,1284.0,0.6,0.4,19.1,2.1,0.1,1.4,78.4,76.8,74.5,6334.0,7584.0,112800.0,2.77,45483,23820,0.8,445.49,1.9,90.9,251931.0,33.2,49.9,1587.0,18333,17786,39.9,21001.0,166593.0,1434,447,735,236.0,1149,197,1169
1465,sunflowercounty,29450,ms,sunflowercountyms,4654,8822,605,847,26.0,0,4453,5825,254,0,12343,15422,3131,0,19790.0,24774,4688,0,1745,2359.0,131,0,14.4,21.7,5.5,15.4,74.9,1604.0,0.4,0.4,73.8,2.0,0.0,0.7,24.7,23.6,53.6,8322.0,9658.0,78400.0,2.63,30838,15646,0.6,697.75,1.4,88.2,137773.0,18.8,46.6,866.0,25971,29450,42.2,18340.0,244070.0,1786,792,823,1073.0,619,158,1474
1466,tallahatchiecounty,15378,ms,tallahatchiecountyms,2421,4856,360,429,7.0,0,2693,3075,1472,0,7500,8398,4687,0,12605.0,13881,7694,0,1419,1574.0,701,0,15.3,19.6,5.7,10.3,69.5,809.0,0.4,1.0,57.0,6.9,0.1,1.3,40.2,34.5,72.0,4369.0,5669.0,66400.0,2.7,29864,16742,3.0,645.29,7.6,91.5,740163.0,27.0,44.5,540.0,12715,15378,23.8,3364.0,54117.0,1180,470,623,544.0,589,118,1031
1467,tatecounty,28886,ms,tatecountyms,1281,10035,398,476,61.0,0,6558,7120,1827,0,9945,11174,3201,0,24927.0,27429,6622,0,3193,2416.0,842,0,17.2,22.6,5.9,15.8,83.0,2149.0,0.3,0.3,30.9,2.8,0.0,1.3,67.1,65.0,74.8,10324.0,11755.0,119200.0,2.57,51030,23340,1.7,404.76,2.7,86.3,303756.0,32.4,52.0,1292.0,28064,28886,71.4,17493.0,191949.0,2156,900,1056,753.0,1328,275,1790
1468,tippahcounty,22232,ms,tippahcountyms,287,8597,308,423,2.0,0,4440,5197,182,0,7635,8868,260,0,17756.0,20431,725,0,2498,2903.0,102,0,16.9,24.1,6.2,15.2,79.9,1486.0,0.4,0.3,16.7,4.8,0.0,1.6,80.9,76.8,72.3,7834.0,9971.0,86900.0,2.77,39246,19501,2.2,457.82,4.4,92.1,400318.0,25.9,51.3,864.0,21815,22232,48.6,44746.0,133775.0,1595,473,967,141.0,1404,132,1324
1469,tishomingocounty,19593,ms,tishomingocountyms,280,8148,326,416,0.0,0,3293,4134,0,0,6866,8500,0,0,14337.0,17722,0,0,2457,3068.0,0,0,20.8,21.5,5.5,11.4,80.4,1123.0,0.4,0.2,2.5,3.4,0.0,1.0,95.9,92.8,75.5,7635.0,10493.0,88100.0,2.51,37681,20390,0.4,424.25,1.8,87.0,298775.0,21.9,51.2,1088.0,18850,19593,46.2,44746.0,114266.0,1384,507,764,47.0,1298,126,1163
1470,tunicacounty,10778,ms,tunicacountyms,104,3927,219,300,18.0,0,2012,2621,165,0,3590,4789,241,0,6734.0,8563,679,0,575,691.0,90,0,12.9,29.1,8.6,16.9,83.5,645.0,0.3,0.8,77.6,2.5,0.1,1.0,20.2,18.6,40.2,3930.0,5023.0,107100.0,2.51,39370,20579,2.7,454.67,3.7,87.1,740163.0,22.0,53.2,397.0,9782,10778,23.7,873212.0,107394.0,1017,441,459,533.0,409,80,859
1471,unioncounty,27134,ms,unioncountyms,283,10317,382,483,23.0,0,5695,6477,477,0,9509,10802,1022,0,21973.0,25065,1893,0,3022,2416.0,269,0,16.9,25.1,6.6,13.4,78.1,2131.0,0.3,1.2,15.4,4.5,0.1,1.8,81.3,77.6,73.1,9808.0,12087.0,100600.0,2.87,45754,21705,2.6,415.6,3.6,89.6,2379293.0,24.7,51.1,1118.0,27777,27134,65.3,26152.0,297195.0,2307,537,1524,211.0,2003,234,1963
1472,walthallcounty,15443,ms,walthallcountyms,128,5888,280,306,67.0,0,3695,3885,941,0,7211,7666,1859,0,13816.0,14600,3552,0,2005,2216.0,549,0,19.9,22.5,5.7,14.4,81.7,1139.0,0.5,0.5,43.2,2.2,0.1,1.4,54.3,52.9,87.9,5601.0,7333.0,95800.0,2.56,30961,21123,0.3,403.94,1.3,90.5,740163.0,34.0,51.6,578.0,13884,15443,38.2,8097.0,111319.0,1324,598,550,466.0,800,84,1195
1473,warrencounty,48773,ms,warrencountyms,524,18941,704,1170,11.0,0,8193,11316,212,0,12252,18570,387,0,31353.0,43742,1143,0,3776,5537.0,220,0,17.2,23.6,6.4,22.4,87.1,2937.0,0.3,0.9,49.3,2.2,0.0,1.1,48.4,46.8,66.1,18235.0,22110.0,128400.0,2.52,45113,25661,1.9,588.5,3.0,90.6,740163.0,20.2,52.4,2501.0,44722,48773,82.9,345525.0,606937.0,3424,1212,1816,1151.0,2046,368,2808
1474,washingtoncounty,51137,ms,washingtoncountyms,548,18936,1014,2248,27.0,0,6789,12456,217,0,14273,26539,567,0,24659.0,44054,892,0,2966,5283.0,138,0,16.7,25.6,6.9,17.9,78.8,3298.0,0.3,0.8,72.4,1.7,0.1,0.7,25.8,24.8,52.9,17988.0,21594.0,75600.0,2.53,29705,20174,1.1,724.74,2.5,88.4,711304.0,16.9,53.9,1708.0,44922,51137,70.6,121891.0,656607.0,4060,1808,1823,2243.0,1601,398,3428
1475,waynecounty,20747,ms,waynecountyms,137,8104,431,496,181.0,0,4164,4740,757,0,6893,8325,1024,0,15992.0,18185,3119,0,2180,2464.0,474,0,17.6,24.3,6.6,15.3,79.3,1518.0,0.3,0.3,39.8,1.6,0.0,1.0,58.6,57.5,83.5,7683.0,9532.0,85800.0,2.63,37706,23668,0.8,810.75,1.7,94.1,279850.0,33.5,52.0,768.0,19779,20747,25.6,44746.0,183856.0,1547,614,852,589.0,914,76,1426
1476,webstercounty,10253,ms,webstercountyms,56,4060,102,170,21.0,0,1808,2230,246,0,2709,3617,369,0,7420.0,9023,1080,0,1132,2416.0,195,0,17.9,23.5,5.9,18.5,84.9,840.0,0.3,0.2,18.7,1.5,0.0,1.1,79.6,78.4,76.3,9917.5,4885.0,84000.0,2.56,45730,22011,0.3,420.94,0.6,89.7,740163.0,32.2,51.2,443.0,9926,10253,24.4,5660.0,52627.0,898,272,524,154.0,717,139,732
1477,wilkinsoncounty,9878,ms,wilkinsoncountyms,1168,3455,211,308,84.0,0,1582,2029,245,0,4213,5083,840,0,7189.0,8805,1161,0,900,1130.0,220,0,17.8,20.8,5.3,13.7,74.8,581.0,0.3,0.1,70.6,1.0,0.0,0.8,28.2,27.6,79.9,3170.0,5237.0,70300.0,2.43,27313,15475,0.0,678.11,0.1,91.8,740163.0,27.0,46.0,291.0,8587,9878,14.6,44746.0,54406.0,752,266,367,317.0,407,94,601
1478,winstoncounty,19198,ms,winstoncountyms,408,7494,443,546,55.0,0,3622,4257,466,0,7243,8463,1041,0,15050.0,17403,2019,0,2502,2416.0,376,0,20.5,22.4,5.4,14.7,81.7,1289.0,1.3,0.3,46.8,1.4,0.0,0.9,50.7,49.6,73.1,7269.0,8803.0,84900.0,2.44,34724,25263,0.3,607.25,1.8,84.5,328925.0,28.1,51.0,1009.0,17714,19198,31.6,20790.0,209587.0,1641,445,1086,508.0,1080,278,1302
1479,yalobushacounty,12678,ms,yalobushacountyms,155,5166,217,319,9.0,0,2209,2704,146,0,3803,4794,238,0,9616.0,11619,785,0,1603,1929.0,159,0,21.0,22.0,6.2,13.8,83.3,898.0,0.4,0.2,38.9,1.7,0.0,1.2,59.3,58.0,70.0,5181.0,6587.0,79700.0,2.35,41464,20690,0.5,467.13,2.3,90.4,740163.0,24.1,52.1,493.0,12481,12678,27.1,4253.0,71965.0,1146,321,730,171.0,947,124,986
1480,yazoocounty,28065,ms,yazoocountyms,4020,8860,443,691,34.0,0,5043,6379,720,0,12163,15238,1309,1,21072.0,25723,3070,1,2210,2960.0,517,0,12.8,20.7,5.2,13.4,78.9,1604.0,0.7,0.6,57.1,8.5,0.0,1.1,40.5,33.5,63.2,8542.0,10151.0,88900.0,2.78,33279,19972,3.3,922.95,7.3,85.8,740163.0,26.1,40.2,1532.0,26743,28065,30.4,18175.0,177376.0,1881,830,767,903.0,893,164,1612
1481,adaircounty,25607,mo,adaircountymo,2900,9877,340,521,40.0,0,3029,4326,277,0,5095,10054,433,0,13036.0,22071,1122,0,1916,2416.0,179,0,15.1,17.9,5.2,31.0,90.1,1638.0,0.4,2.6,3.4,2.6,0.1,2.0,91.5,89.4,60.1,9258.0,11645.0,126800.0,2.45,41929,22847,4.1,567.32,5.9,75.1,282157.0,16.8,52.0,1176.0,25314,25607,45.1,44746.0,336233.0,2175,455,1335,59.0,1974,298,1655
1482,andrewcounty,17291,mo,andrewcountymo,192,6700,140,211,17.0,0,2585,3473,264,0,2982,4098,299,0,10992.0,14776,1136,0,1553,2293.0,181,0,19.4,22.9,5.8,24.9,91.7,1279.0,0.3,0.6,1.2,2.7,0.0,1.6,96.3,93.9,79.9,6763.0,7319.0,147900.0,2.56,58772,29338,1.2,432.7,2.4,92.1,2257.0,24.1,50.5,1140.0,18135,17291,40.0,4517.0,103752.0,1339,357,819,0.0,1299,125,1156
1483,atchisoncounty,5685,mo,atchisoncountymo,98,2498,42,94,2.0,0,580,950,53,0,893,1495,87,0,2822.0,4616,289,0,585,1024.0,75,0,26.2,20.2,4.9,23.1,91.5,394.0,0.4,0.4,0.5,1.5,0.1,1.3,97.4,96.1,69.7,2562.0,2952.0,84900.0,2.0,50236,31248,0.9,547.3,1.1,91.2,740163.0,19.4,50.0,421.0,5305,5685,10.4,5275.0,109793.0,737,143,355,0.0,612,0,647
1484,audraincounty,25529,mo,audraincountymo,2100,9590,202,482,2.0,0,3399,5559,220,0,5200,8991,316,0,14061.0,22404,918,0,2186,2416.0,181,0,18.2,22.5,6.2,14.7,86.2,1409.0,0.6,0.5,6.9,3.3,0.1,2.0,89.9,87.2,68.5,9286.0,10931.0,97900.0,2.56,44261,23024,1.7,692.24,4.3,85.1,1124067.0,22.5,54.1,1714.0,24962,25529,36.9,17197.0,253719.0,2007,577,984,89.0,1819,136,1768
1485,barrycounty,35597,mo,barrycountymo,296,14057,475,639,0.0,0,6486,8125,46,0,12159,15486,101,0,27269.0,33354,217,0,4956,5857.0,44,0,21.0,22.7,6.0,14.6,83.6,2457.0,1.3,2.4,0.7,9.9,0.2,2.0,93.4,84.5,73.7,13645.0,17662.0,120600.0,2.58,44403,25068,5.2,778.25,8.4,84.9,1391412.0,22.7,49.7,2697.0,34534,35597,45.7,32970.0,379243.0,2637,818,1360,198.0,2338,326,2114
1486,bartoncounty,12402,mo,bartoncountymo,90,4929,359,397,44.0,0,3091,3199,573,0,5080,5280,861,0,11885.0,12322,2204,0,2029,2109.0,354,0,21.2,23.2,5.9,19.9,87.2,918.0,1.6,0.6,0.6,2.9,0.1,2.7,94.5,92.4,70.1,4895.0,5589.0,97500.0,2.37,44125,26509,0.7,591.92,2.6,90.2,101852.0,23.2,50.9,714.0,11637,12402,21.0,44746.0,146096.0,1054,350,522,64.0,953,61,934
1487,batescounty,17049,mo,batescountymo,311,6744,158,289,5.0,0,2908,3899,146,0,4112,5913,141,0,11919.0,15693,661,0,2062,2797.0,116,0,19.6,23.0,6.0,16.1,87.4,1193.0,0.9,0.3,1.3,2.3,0.1,1.9,95.6,93.8,72.7,6547.0,7838.0,114600.0,2.44,47625,27635,1.2,836.69,2.1,86.4,740163.0,31.9,50.2,1095.0,16042,17049,20.4,44746.0,171685.0,1209,297,573,38.0,1098,158,844
1488,bentoncounty,19056,mo,bentoncountymo,244,8449,414,492,7.0,0,2628,3058,277,0,6436,7411,987,0,15362.0,17241,1800,0,3970,2416.0,477,0,31.2,17.3,4.6,13.0,84.5,1392.0,0.8,0.4,0.6,2.1,0.1,1.8,96.3,94.5,81.6,7872.0,14274.0,117500.0,2.4,40249,24317,1.0,704.06,3.6,86.0,740163.0,28.9,49.9,1966.0,19394,19056,27.1,44746.0,182987.0,1802,630,822,56.0,1676,139,1531
1489,bollingercounty,12363,mo,bollingercountymo,163,4847,154,188,7.0,0,2533,2750,819,0,4523,4906,1435,0,10844.0,11729,3512,0,1754,1945.0,583,0,21.1,21.2,5.2,8.9,79.8,750.0,0.9,0.2,0.6,1.5,0.0,1.3,97.0,95.9,80.8,4593.0,5878.0,110800.0,2.62,44158,21340,0.6,617.91,1.4,90.0,23559.0,31.9,49.9,791.0,10567,12363,20.0,4364.0,73312.0,927,310,430,0.0,870,101,732
1490,boonecounty,162642,mo,boonecountymo,8998,64077,1301,2647,3.0,0,19150,28303,206,0,21125,43124,120,0,77141.0,130444,719,0,7267,2416.0,84,0,12.8,20.4,5.8,46.1,94.5,12370.0,0.5,5.0,9.8,3.5,0.1,3.2,81.4,78.4,55.6,9917.5,79354.0,185700.0,2.39,55328,30415,6.9,685.41,8.2,76.2,2042067.0,18.3,51.5,9132.0,183610,162642,237.3,373173.0,3740976.0,15333,4820,8266,1450.0,12997,1266,13010
1491,buchanancounty,89201,mo,buchanancountymo,4495,34509,1131,2441,0.0,0,9879,16980,20,0,13739,26124,22,0,40995.0,72426,102,0,5468,9733.0,20,0,16.7,22.4,6.1,21.1,88.3,4173.0,0.8,1.5,6.0,6.9,0.5,2.8,88.5,82.7,62.4,33501.0,38821.0,122200.0,2.52,51916,26347,4.0,408.03,6.2,82.9,740163.0,16.7,49.4,6167.0,84793,89201,218.6,180097.0,1369343.0,5813,1647,2959,373.0,5059,631,4540
1492,butlercounty,42794,mo,butlercountymo,884,17614,599,1027,64.0,0,6197,8128,825,0,11800,15884,1343,0,27188.0,35314,3624,0,4514,2416.0,651,0,19.2,23.3,6.1,13.3,83.0,2677.0,0.8,0.9,5.6,2.2,0.0,2.6,90.1,88.4,63.7,16390.0,19867.0,113500.0,2.54,39915,21652,1.3,694.67,2.4,81.7,545439.0,18.2,51.4,3247.0,42130,42794,61.6,67432.0,758103.0,3425,1016,1834,209.0,3054,373,2789
1493,caldwellcounty,9424,mo,caldwellcountymo,214,3676,173,198,7.0,0,1708,1880,459,0,2545,2833,739,0,6928.0,7632,1759,0,1099,1278.0,310,0,20.1,23.2,5.5,18.1,89.8,602.0,0.8,0.3,0.7,2.5,0.0,2.1,96.0,93.9,76.1,3639.0,4734.0,109300.0,2.43,49839,24581,1.2,426.39,3.0,87.3,740163.0,33.1,49.2,751.0,8815,9424,22.1,44746.0,47758.0,772,104,458,165.0,730,46,705
1494,callawaycounty,44332,mo,callawaycountymo,3907,16333,513,847,39.0,0,7933,9405,521,0,9190,11366,722,0,34643.0,41322,2311,0,3954,4894.0,363,0,16.7,20.9,5.5,23.1,86.2,2465.0,0.5,0.8,4.7,2.2,0.1,2.2,91.7,90.0,72.5,15973.0,19055.0,157400.0,2.56,56938,25849,1.7,834.58,2.1,86.4,506550.0,23.4,48.8,3347.0,44283,44332,53.1,37113.0,377586.0,2953,748,1650,116.0,2728,386,2204
1495,camdencounty,44002,mo,camdencountymo,774,19068,535,613,95.0,0,6829,7857,690,0,11488,13227,1209,0,36850.0,41516,2995,0,8282,9067.0,496,0,28.9,17.4,4.5,21.1,90.4,3942.0,0.7,0.7,0.7,2.9,0.1,1.5,96.4,94.0,80.7,16031.0,42080.0,200800.0,2.8,53478,28275,2.1,655.92,3.6,87.0,131248.0,24.0,50.4,4553.0,42745,44002,67.1,142866.0,648114.0,4544,1137,2322,95.0,4189,477,3587
1496,capegirardeaucounty,75674,mo,capegirardeaucountymo,3823,29848,585,1427,20.0,0,10369,14312,667,0,12483,21454,692,0,44053.0,65345,2697,0,6108,9488.0,326,0,17.1,21.3,5.8,31.5,91.0,5479.0,0.4,1.9,7.9,2.5,0.0,2.3,87.5,85.5,65.0,29594.0,34975.0,160500.0,2.54,53732,28267,2.8,578.54,3.7,79.4,2884546.0,20.0,51.6,5055.0,81710,75674,130.8,170964.0,1611435.0,6894,2112,3429,484.0,6016,640,5633
